j_day,host_spp,host_den
3408,deer,20
3408,rodent,200
3409,deer,20
3409,rodent,200
3410,deer,20
3410,rodent,200
3411,deer,20
3411,rodent,200
3412,deer,20
3412,rodent,200
3413,deer,20
3413,rodent,200
3414,deer,20
3414,rodent,200
3415,deer,20
3415,rodent,200
3416,deer,20
3416,rodent,200
3417,deer,20
3417,rodent,200
3418,deer,20
3418,rodent,200
3419,deer,20
3419,rodent,200
3420,deer,20
3420,rodent,200
3421,deer,20
3421,rodent,200
3422,deer,20
3422,rodent,200
3423,deer,20
3423,rodent,200
3424,deer,20
3424,rodent,200
3425,deer,20
3425,rodent,200
3426,deer,20
3426,rodent,200
3427,deer,20
3427,rodent,200
3428,deer,20
3428,rodent,200
3429,deer,20
3429,rodent,200
3430,deer,20
3430,rodent,200
3431,deer,20
3431,rodent,200
3432,deer,20
3432,rodent,200
3433,deer,20
3433,rodent,200
3434,deer,20
3434,rodent,200
3435,deer,20
3435,rodent,200
3436,deer,20
3436,rodent,200
3437,deer,20
3437,rodent,200
3438,deer,20
3438,rodent,200
3439,deer,20
3439,rodent,200
3440,deer,20
3440,rodent,200
3441,deer,20
3441,rodent,200
3442,deer,20
3442,rodent,200
3443,deer,20
3443,rodent,200
3444,deer,20
3444,rodent,200
3445,deer,20
3445,rodent,200
3446,deer,20
3446,rodent,200
3447,deer,20
3447,rodent,200
3448,deer,20
3448,rodent,200
3449,deer,20
3449,rodent,200
3450,deer,20
3450,rodent,200
3451,deer,20
3451,rodent,200
3452,deer,20
3452,rodent,200
3453,deer,20
3453,rodent,200
3454,deer,20
3454,rodent,200
3455,deer,20
3455,rodent,200
3456,deer,20
3456,rodent,200
3457,deer,20
3457,rodent,200
3458,deer,20
3458,rodent,200
3459,deer,20
3459,rodent,200
3460,deer,20
3460,rodent,200
3461,deer,20
3461,rodent,200
3462,deer,20
3462,rodent,200
3463,deer,20
3463,rodent,200
3464,deer,20
3464,rodent,200
3465,deer,20
3465,rodent,200
3466,deer,20
3466,rodent,200
3467,deer,20
3467,rodent,200
3468,deer,20
3468,rodent,200
3469,deer,20
3469,rodent,200
3470,deer,20
3470,rodent,200
3471,deer,20
3471,rodent,200
3472,deer,20
3472,rodent,200
3473,deer,20
3473,rodent,200
3474,deer,20
3474,rodent,200
3475,deer,20
3475,rodent,200
3476,deer,20
3476,rodent,200
3477,deer,20
3477,rodent,200
3478,deer,20
3478,rodent,200
3479,deer,20
3479,rodent,200
3480,deer,20
3480,rodent,200
3481,deer,20
3481,rodent,200
3482,deer,20
3482,rodent,200
3483,deer,20
3483,rodent,200
3484,deer,20
3484,rodent,200
3485,deer,20
3485,rodent,200
3486,deer,20
3486,rodent,200
3487,deer,20
3487,rodent,200
3488,deer,20
3488,rodent,200
3489,deer,20
3489,rodent,200
3490,deer,20
3490,rodent,200
3491,deer,20
3491,rodent,200
3492,deer,20
3492,rodent,200
3493,deer,20
3493,rodent,200
3494,deer,20
3494,rodent,200
3495,deer,20
3495,rodent,200
3496,deer,20
3496,rodent,200
3497,deer,20
3497,rodent,200
3498,deer,20
3498,rodent,200
3499,deer,20
3499,rodent,200
3500,deer,20
3500,rodent,200
